ID,Order,Family,Scientific,English,German
3060,STRIGIFORMES,Strigidae,Glaucidium castanopterum,Javan Owlet,Trillerzwergkauz
3061,STRIGIFORMES,Strigidae,Glaucidium radiatum,Jungle Owlet,Dschungelzwergkauz
3062,STRIGIFORMES,Strigidae,Glaucidium castanotum,Chestnut-backed Owlet,Kastanienmantel-Zwergkauz
3063,STRIGIFORMES,Strigidae,Glaucidium capense,African Barred Owlet,Kapzwergkauz
3064,STRIGIFORMES,Strigidae,Glaucidium albertinum,Albertine Owlet,Albertzwergkauz
3065,STRIGIFORMES,Strigidae,Glaucidium californicum,Northern Pygmy Owl,Kalifornienzwergkauz
3066,STRIGIFORMES,Strigidae,Glaucidium gnoma,Mountain Pygmy Owl,Gnomenzwergkauz
3067,STRIGIFORMES,Strigidae,Glaucidium hoskinsii,Baja Pygmy Owl,Hoskinszwergkauz
3068,STRIGIFORMES,Strigidae,Glaucidium cobanense,Guatemalan Pygmy Owl,Guatemalazwergkauz
3069,STRIGIFORMES,Strigidae,Glaucidium costaricanum,Costa Rican Pygmy Owl,Costa-Rica-Zwergkauz
3070,STRIGIFORMES,Strigidae,Glaucidium nubicola,Cloud-forest Pygmy Owl,Nebelzwergkauz
3071,STRIGIFORMES,Strigidae,Glaucidium jardinii,Andean Pygmy Owl,Andenzwergkauz
3072,STRIGIFORMES,Strigidae,Glaucidium bolivianum,Yungas Pygmy Owl,Bolivienzwergkauz
3073,STRIGIFORMES,Strigidae,Glaucidium palmarum,Colima Pygmy Owl,Palmenzwergkauz
3074,STRIGIFORMES,Strigidae,Glaucidium sanchezi,Tamaulipas Pygmy Owl,Sanchezzwergkauz
3075,STRIGIFORMES,Strigidae,Glaucidium griseiceps,Central American Pygmy Owl,Graukopf-Zwergkauz
3076,STRIGIFORMES,Strigidae,Glaucidium parkeri,Subtropical Pygmy Owl,Parkerzwergkauz
3077,STRIGIFORMES,Strigidae,Glaucidium hardyi,Amazonian Pygmy Owl,Amazonaszwergkauz
3078,STRIGIFORMES,Strigidae,Glaucidium minutissimum,East Brazilian Pygmy Owl,Kleinstzwergkauz
3079,STRIGIFORMES,Strigidae,Glaucidium mooreorum,Pernambuco Pygmy Owl,Pernambuco-Zwergkauz
3080,STRIGIFORMES,Strigidae,Glaucidium brasilianum,Ferruginous Pygmy Owl,Brasilzwergkauz
3081,STRIGIFORMES,Strigidae,Glaucidium peruanum,Pacific Pygmy Owl,Peruzwergkauz
3082,STRIGIFORMES,Strigidae,Glaucidium nana,Austral Pygmy Owl,Australzwergkauz
3083,STRIGIFORMES,Strigidae,Glaucidium siju,Cuban Pygmy Owl,Kubazwergkauz
3084,STRIGIFORMES,Strigidae,Otus gurneyi,Giant Scops Owl,Rot-Zwergohreule
3085,STRIGIFORMES,Strigidae,Otus sagittatus,White-fronted Scops Owl,Weißstirn-Zwergohreule
3086,STRIGIFORMES,Strigidae,Otus rufescens,Reddish Scops Owl,Rötel-Zwergohreule
3087,STRIGIFORMES,Strigidae,Otus thilohoffmanni,Serendib Scops Owl,Ceylon-Zwergohreule
3088,STRIGIFORMES,Strigidae,Otus icterorhynchus,Sandy Scops Owl,Gelbschnabel-Zwergohreule
3089,STRIGIFORMES,Strigidae,Otus ireneae,Sokoke Scops Owl,Sokoke-Zwergohreule
3090,STRIGIFORMES,Strigidae,Otus balli,Andaman Scops Owl,Andamanen-Zwergohreule
3091,STRIGIFORMES,Strigidae,Otus alfredi,Flores Scops Owl,Flores-Zwergohreule
3092,STRIGIFORMES,Strigidae,Otus spilocephalus,Mountain Scops Owl,Fuchs-Zwergohreule
3093,STRIGIFORMES,Strigidae,Otus angelinae,Javan Scops Owl,Angelina-Zwergohreule
3094,STRIGIFORMES,Strigidae,Otus mirus,Mindanao Scops Owl,Mindanao-Zwergohreule
3095,STRIGIFORMES,Strigidae,Otus longicornis,Luzon Scops Owl,Luzon-Zwergohreule
3096,STRIGIFORMES,Strigidae,Otus mindorensis,Mindoro Scops Owl,Mindoro-Zwergohreule
3097,STRIGIFORMES,Strigidae,Otus madagascariensis,Torotoroka Scops Owl,Torotoroka-Zwergohreule
3098,STRIGIFORMES,Strigidae,Otus rutilus,Rainforest Scops Owl,Madagaskar-Zwergohreule
3099,STRIGIFORMES,Strigidae,Otus mayottensis,Mayotte Scops Owl,Mayotte-Zwergohreule
3100,STRIGIFORMES,Strigidae,Otus pauliani,Karthala Scops Owl,Komoren-Zwergohreule
3101,STRIGIFORMES,Strigidae,Otus capnodes,Anjouan Scops Owl,Anjouan-Zwergohreule
3102,STRIGIFORMES,Strigidae,Otus moheliensis,Moheli Scops Owl,Moheli-Zwergohreule
3103,STRIGIFORMES,Strigidae,Otus grucheti,Reunion Scops Owl,Réunioneule
3104,STRIGIFORMES,Strigidae,Otus sauzieri,Mauritius Scops Owl,Mauritiuseule
3105,STRIGIFORMES,Strigidae,Otus murivorus,Rodrigues Scops Owl,Rodrigueseule
3106,STRIGIFORMES,Strigidae,Otus brucei,Pallid Scops Owl,Streifen-Zwergohreule
3107,STRIGIFORMES,Strigidae,Otus pamelae,Arabian Scops Owl,Arabien-Zwergohreule
3108,STRIGIFORMES,Strigidae,Otus scops,Eurasian Scops Owl,Zwergohreule
3109,STRIGIFORMES,Strigidae,Otus cyprius,Cyprus Scops Owl,Zypern-Zwergohreule
3110,STRIGIFORMES,Strigidae,Otus bikegila,Principe Scops Owl,NA
3111,STRIGIFORMES,Strigidae,Otus pembaensis,Pemba Scops Owl,Pemba-Zwergohreule
3112,STRIGIFORMES,Strigidae,Otus hartlaubi,Sao Tome Scops Owl,Hartlaub-Zwergohreule
3113,STRIGIFORMES,Strigidae,Otus senegalensis,African Scops Owl,Afrika-Zwergohreule
3114,STRIGIFORMES,Strigidae,Otus feae,Annobon Scops Owl,Annobón-Zwergohreule
3115,STRIGIFORMES,Strigidae,Otus socotranus,Socotra Scops Owl,Sokotra-Zwergohreule
3116,STRIGIFORMES,Strigidae,Otus sunia,Oriental Scops Owl,Orient-Zwergohreule
3117,STRIGIFORMES,Strigidae,Otus elegans,Ryukyu Scops Owl,Schmuck-Zwergohreule
3118,STRIGIFORMES,Strigidae,Otus magicus,Moluccan Scops Owl,Molukken-Zwergohreule
3119,STRIGIFORMES,Strigidae,Otus tempestatis,Wetar Scops Owl,Wetar-Zwergohreule
3120,STRIGIFORMES,Strigidae,Otus sulaensis,Sula Scops Owl,Sula-Zwergohreule
3121,STRIGIFORMES,Strigidae,Otus beccarii,Biak Scops Owl,Biak-Zwergohreule
3122,STRIGIFORMES,Strigidae,Otus manadensis,Sulawesi Scops Owl,Manado-Zwergohreule
3123,STRIGIFORMES,Strigidae,Otus mendeni,Banggai Scops Owl,Banggai-Zwergohreule
3124,STRIGIFORMES,Strigidae,Otus siaoensis,Siau Scops Owl,Siau-Zwergohreule
3125,STRIGIFORMES,Strigidae,Otus collari,Sangihe Scops Owl,Sangihe-Zwergohreule
3126,STRIGIFORMES,Strigidae,Otus mantananensis,Mantanani Scops Owl,Mantanani-Zwergohreule
3127,STRIGIFORMES,Strigidae,Otus insularis,Seychelles Scops Owl,Seychellen-Zwergohreule
3128,STRIGIFORMES,Strigidae,Otus alius,Nicobar Scops Owl,Nikobaren-Zwergohreule
3129,STRIGIFORMES,Strigidae,Otus umbra,Simeulue Scops Owl,Simalur-Zwergohreule
3130,STRIGIFORMES,Strigidae,Otus enganensis,Enggano Scops Owl,Enggano-Zwergohreule
3131,STRIGIFORMES,Strigidae,Otus mentawi,Mentawai Scops Owl,Mentawi-Zwergohreule
3132,STRIGIFORMES,Strigidae,Otus brookii,Rajah Scops Owl,Radscha-Zwergohreule
3133,STRIGIFORMES,Strigidae,Otus bakkamoena,Indian Scops Owl,Indien-Zwergohreule
3134,STRIGIFORMES,Strigidae,Otus lettia,Collared Scops Owl,Halsband-Zwergohreule
3135,STRIGIFORMES,Strigidae,Otus semitorques,Japanese Scops Owl,Japan-Zwergohreule
3136,STRIGIFORMES,Strigidae,Otus lempiji,Sunda Scops Owl,Sunda-Zwergohreule
3137,STRIGIFORMES,Strigidae,Otus megalotis,Philippine Scops Owl,Philippinen-Zwergohreule
3138,STRIGIFORMES,Strigidae,Otus nigrorum,Negros Scops Owl,Negros-Zwergohreule
3139,STRIGIFORMES,Strigidae,Otus everetti,Everett's Scops Owl,Everett-Zwergohreule
3140,STRIGIFORMES,Strigidae,Otus fuliginosus,Palawan Scops Owl,Palawan-Zwergohreule
3141,STRIGIFORMES,Strigidae,Otus silvicola,Wallace's Scops Owl,Wallace-Zwergohreule
3142,STRIGIFORMES,Strigidae,Otus jolandae,Rinjani Scops Owl,Lombok-Zwergohreule
3143,STRIGIFORMES,Strigidae,Otus podarginus,Palau Scops Owl,Palaueule
3144,STRIGIFORMES,Strigidae,Ptilopsis leucotis,Northern White-faced Owl,Nordbüscheleule
3145,STRIGIFORMES,Strigidae,Ptilopsis granti,Southern White-faced Owl,Südbüscheleule
3146,STRIGIFORMES,Strigidae,Asio grammicus,Jamaican Owl,Jamaikaeule
3147,STRIGIFORMES,Strigidae,Asio clamator,Striped Owl,Schreieule
3148,STRIGIFORMES,Strigidae,Asio otus,Long-eared Owl,Waldohreule
3149,STRIGIFORMES,Strigidae,Asio abyssinicus,Abyssinian Owl,Afrika-Waldohreule
3150,STRIGIFORMES,Strigidae,Asio madagascariensis,Madagascar Owl,Madagaskar-Waldohreule
3151,STRIGIFORMES,Strigidae,Asio stygius,Stygian Owl,Styxeule
3152,STRIGIFORMES,Strigidae,Asio flammeus,Short-eared Owl,Sumpfohreule
3153,STRIGIFORMES,Strigidae,Asio capensis,Marsh Owl,Kapohreule
3154,STRIGIFORMES,Strigidae,Asio solomonensis,Fearful Owl,Salomoneneule
3155,STRIGIFORMES,Strigidae,Jubula lettii,Maned Owl,Mähnenkauz
3156,STRIGIFORMES,Strigidae,Bubo scandiacus,Snowy Owl,Schneeeule
3157,STRIGIFORMES,Strigidae,Bubo virginianus,Great Horned Owl,Virginiauhu
3158,STRIGIFORMES,Strigidae,Bubo magellanicus,Lesser Horned Owl,Magellanuhu
3159,STRIGIFORMES,Strigidae,Bubo bubo,Eurasian Eagle-Owl,Uhu
3160,STRIGIFORMES,Strigidae,Bubo bengalensis,Indian Eagle-Owl,Bengalenuhu
3161,STRIGIFORMES,Strigidae,Bubo ascalaphus,Pharaoh Eagle-Owl,Wüstenuhu
3162,STRIGIFORMES,Strigidae,Bubo capensis,Cape Eagle-Owl,Kapuhu
3163,STRIGIFORMES,Strigidae,Bubo milesi,Arabian Eagle-Owl,Arabienuhu
3164,STRIGIFORMES,Strigidae,Bubo cinerascens,Greyish Eagle-Owl,Grauuhu
3165,STRIGIFORMES,Strigidae,Bubo africanus,Spotted Eagle-Owl,Fleckenuhu
3166,STRIGIFORMES,Strigidae,Ketupa poensis,Fraser's Eagle-Owl,Guineauhu
3167,STRIGIFORMES,Strigidae,Ketupa leucosticta,Akun Eagle-Owl,Schwachschnabeluhu
3168,STRIGIFORMES,Strigidae,Ketupa lactea,Verreaux's Eagle-Owl,Blassuhu
3169,STRIGIFORMES,Strigidae,Ketupa shelleyi,Shelley's Eagle-Owl,Bindenuhu
3170,STRIGIFORMES,Strigidae,Ketupa blakistoni,Blakiston's Fish Owl,Riesenfischuhu
3171,STRIGIFORMES,Strigidae,Ketupa zeylonensis,Brown Fish Owl,Fischuhu
3172,STRIGIFORMES,Strigidae,Ketupa flavipes,Tawny Fish Owl,Himalajafischuhu
3173,STRIGIFORMES,Strigidae,Ketupa ketupu,Buffy Fish Owl,Sundafischuhu
3174,STRIGIFORMES,Strigidae,Ketupa sumatrana,Barred Eagle-Owl,Malaienuhu
3175,STRIGIFORMES,Strigidae,Ketupa nipalensis,Spot-bellied Eagle-Owl,Nepaluhu
3176,STRIGIFORMES,Strigidae,Ketupa coromanda,Dusky Eagle-Owl,Koromandeluhu
3177,STRIGIFORMES,Strigidae,Ketupa philippensis,Philippine Eagle-Owl,Streifenuhu
3178,STRIGIFORMES,Strigidae,Scotopelia peli,Pel's Fishing Owl,Bindenfischeule
3179,STRIGIFORMES,Strigidae,Scotopelia ussheri,Rufous Fishing Owl,Rotrücken-Fischeule
3180,STRIGIFORMES,Strigidae,Scotopelia bouvieri,Vermiculated Fishing Owl,Marmorfischeule
3181,STRIGIFORMES,Strigidae,Psiloscops flammeolus,Flammulated Owl,Ponderosaeule
3182,STRIGIFORMES,Strigidae,Gymnasio nudipes,Puerto Rican Owl,Nacktfußeule
3183,STRIGIFORMES,Strigidae,Megascops trichopsis,Whiskered Screech Owl,Fleckenkreischeule
3184,STRIGIFORMES,Strigidae,Megascops clarkii,Bare-shanked Screech Owl,Nacktbein-Kreischeule
3185,STRIGIFORMES,Strigidae,Megascops albogularis,White-throated Screech Owl,Weißkehl-Kreischeule
3186,STRIGIFORMES,Strigidae,Megascops choliba,Tropical Screech Owl,Tropenkreischeule
3187,STRIGIFORMES,Strigidae,Megascops barbarus,Bearded Screech Owl,Tropfenkreischeule
3188,STRIGIFORMES,Strigidae,Megascops cooperi,Pacific Screech Owl,Mangrovekreischeule
3189,STRIGIFORMES,Strigidae,Megascops kennicottii,Western Screech Owl,Westkreischeule
3190,STRIGIFORMES,Strigidae,Megascops asio,Eastern Screech Owl,Ostkreischeule
3191,STRIGIFORMES,Strigidae,Megascops seductus,Balsas Screech Owl,Balsaskreischeule
3192,STRIGIFORMES,Strigidae,Megascops guatemalae,Middle American Screech Owl,Rotgesicht-Kreischeule
3193,STRIGIFORMES,Strigidae,Megascops vermiculatus,Vermiculated Screech Owl,Bänderkreischeule
3194,STRIGIFORMES,Strigidae,Megascops koepckeae,Koepcke's Screech Owl,Andenkreischeule
3195,STRIGIFORMES,Strigidae,Megascops ingens,Rufescent Screech Owl,Rostkreischeule
3196,STRIGIFORMES,Strigidae,Megascops petersoni,Cinnamon Screech Owl,Zimtkreischeule
3197,STRIGIFORMES,Strigidae,Megascops marshalli,Cloud-forest Screech Owl,Nebelwald-Kreischeule
3198,STRIGIFORMES,Strigidae,Megascops hoyi,Yungas Screech Owl,Hoykreischeule
3199,STRIGIFORMES,Strigidae,Megascops centralis,Choco Screech Owl,Chocókreischeule
3200,STRIGIFORMES,Strigidae,Megascops roraimae,Foothill Screech Owl,Roraima-Kreischeule
3201,STRIGIFORMES,Strigidae,Megascops sanctaecatarinae,Long-tufted Screech Owl,Langohr-Kreischeule
3202,STRIGIFORMES,Strigidae,Megascops gilesi,Santa Marta Screech Owl,Santa-Marta-Kreischeule
3203,STRIGIFORMES,Strigidae,Megascops roboratus,West Peruvian Screech Owl,Buschkreischeule
3204,STRIGIFORMES,Strigidae,Megascops watsonii,Tawny-bellied Screech Owl,Watsonkreischeule
3205,STRIGIFORMES,Strigidae,Megascops atricapilla,Black-capped Screech Owl,Kappenkreischeule
3206,STRIGIFORMES,Strigidae,Pulsatrix perspicillata,Spectacled Owl,Brillenkauz
3207,STRIGIFORMES,Strigidae,Pulsatrix koeniswaldiana,Tawny-browed Owl,Gelbbrauenkauz
3208,STRIGIFORMES,Strigidae,Pulsatrix melanota,Band-bellied Owl,Bindenkauz
3209,STRIGIFORMES,Strigidae,Lophostrix cristata,Crested Owl,Haubenkauz
3210,STRIGIFORMES,Strigidae,Strix seloputo,Spotted Wood Owl,Pagodenkauz
3211,STRIGIFORMES,Strigidae,Strix ocellata,Mottled Wood Owl,Mangokauz
3212,STRIGIFORMES,Strigidae,Strix leptogrammica,Brown Wood Owl,Malaienkauz
3213,STRIGIFORMES,Strigidae,Strix aluco,Tawny Owl,Waldkauz
3214,STRIGIFORMES,Strigidae,Strix mauritanica,Maghreb Owl,Maghrebkauz
3215,STRIGIFORMES,Strigidae,Strix nivicolum,Himalayan Owl,Himalajakauz
3216,STRIGIFORMES,Strigidae,Strix hadorami,Desert Owl,Fahlkauz
3217,STRIGIFORMES,Strigidae,Strix butleri,Omani Owl,Omankauz
3218,STRIGIFORMES,Strigidae,Strix occidentalis,Spotted Owl,Fleckenkauz
3219,STRIGIFORMES,Strigidae,Strix varia,Barred Owl,Streifenkauz
3220,STRIGIFORMES,Strigidae,Strix sartorii,Cinereous Owl,Mexikokauz
3221,STRIGIFORMES,Strigidae,Strix fulvescens,Fulvous Owl,Gelbkauz
3222,STRIGIFORMES,Strigidae,Strix hylophila,Rusty-barred Owl,Brasilkauz
3223,STRIGIFORMES,Strigidae,Strix chacoensis,Chaco Owl,Chacokauz
3224,STRIGIFORMES,Strigidae,Strix rufipes,Rufous-legged Owl,Rotfußkauz
3225,STRIGIFORMES,Strigidae,Strix uralensis,Ural Owl,Habichtskauz
3226,STRIGIFORMES,Strigidae,Strix nebulosa,Great Grey Owl,Bartkauz
3227,STRIGIFORMES,Strigidae,Strix woodfordii,African Wood Owl,Afrikakauz
3228,STRIGIFORMES,Strigidae,Strix virgata,Mottled Owl,Sprenkelkauz
3229,STRIGIFORMES,Strigidae,Strix nigrolineata,Black-and-white Owl,Bindenhalskauz
3230,STRIGIFORMES,Strigidae,Strix huhula,Black-banded Owl,Zebrakauz
3231,STRIGIFORMES,Strigidae,Strix albitarsis,Rufous-banded Owl,Rötelkauz
3232,COLIIFORMES,Coliidae,Colius striatus,Speckled Mousebird,Braunflügel-Mausvogel
3233,COLIIFORMES,Coliidae,Colius leucocephalus,White-headed Mousebird,Weißkopf-Mausvogel
3234,COLIIFORMES,Coliidae,Colius castanotus,Red-backed Mousebird,Rotrücken-Mausvogel
3235,COLIIFORMES,Coliidae,Colius colius,White-backed Mousebird,Weißrücken-Mausvogel
3236,COLIIFORMES,Coliidae,Urocolius macrourus,Blue-naped Mousebird,Blaunacken-Mausvogel
3237,COLIIFORMES,Coliidae,Urocolius indicus,Red-faced Mousebird,Rotzügel-Mausvogel
3238,LEPTOSOMIFORMES,Leptosomidae,Leptosomus discolor,Cuckoo-roller,Kuckucksroller
3239,TROGONIFORMES,Trogonidae,Euptilotis neoxenus,Eared Quetzal,Kieferntrogon
3240,TROGONIFORMES,Trogonidae,Pharomachrus pavoninus,Pavonine Quetzal,Pfauentrogon
3241,TROGONIFORMES,Trogonidae,Pharomachrus auriceps,Golden-headed Quetzal,Goldkopftrogon
3242,TROGONIFORMES,Trogonidae,Pharomachrus fulgidus,White-tipped Quetzal,Glanztrogon
3243,TROGONIFORMES,Trogonidae,Pharomachrus mocinno,Resplendent Quetzal,Quetzal
3244,TROGONIFORMES,Trogonidae,Pharomachrus antisianus,Crested Quetzal,Kammtrogon
3245,TROGONIFORMES,Trogonidae,Priotelus temnurus,Cuban Trogon,Kubatrogon
3246,TROGONIFORMES,Trogonidae,Priotelus roseigaster,Hispaniolan Trogon,Hispaniolatrogon
3247,TROGONIFORMES,Trogonidae,Trogon clathratus,Lattice-tailed Trogon,Sperberschwanztrogon
3248,TROGONIFORMES,Trogonidae,Trogon massena,Slaty-tailed Trogon,Schieferschwanztrogon
3249,TROGONIFORMES,Trogonidae,Trogon comptus,Choco Trogon,Blauschwanztrogon
3250,TROGONIFORMES,Trogonidae,Trogon mesurus,Ecuadorian Trogon,Guayaquiltrogon
3251,TROGONIFORMES,Trogonidae,Trogon melanurus,Black-tailed Trogon,Schwarzschwanztrogon
3252,TROGONIFORMES,Trogonidae,Trogon melanocephalus,Black-headed Trogon,Schwarzkopftrogon
3253,TROGONIFORMES,Trogonidae,Trogon citreolus,Citreoline Trogon,Graukopftrogon
3254,TROGONIFORMES,Trogonidae,Trogon chionurus,White-tailed Trogon,Weißschwanztrogon
3255,TROGONIFORMES,Trogonidae,Trogon bairdii,Baird's Trogon,Bairdtrogon
3256,TROGONIFORMES,Trogonidae,Trogon viridis,Green-backed Trogon,Grünmanteltrogon
3257,TROGONIFORMES,Trogonidae,Trogon caligatus,Gartered Trogon,Grünschwanztrogon
3258,TROGONIFORMES,Trogonidae,Trogon ramonianus,Amazonian Trogon,Amazonastrogon
3259,TROGONIFORMES,Trogonidae,Trogon violaceus,Guianan Trogon,Veilchentrogon
3260,TROGONIFORMES,Trogonidae,Trogon curucui,Blue-crowned Trogon,Blauscheiteltrogon
3261,TROGONIFORMES,Trogonidae,Trogon surrucura,Surucua Trogon,Surucuátrogon
3262,TROGONIFORMES,Trogonidae,Trogon rufus,Black-throated Trogon,Schwarzkehltrogon
3263,TROGONIFORMES,Trogonidae,Trogon elegans,Elegant Trogon,Kupfertrogon
3264,TROGONIFORMES,Trogonidae,Trogon mexicanus,Mountain Trogon,Bronzetrogon
3265,TROGONIFORMES,Trogonidae,Trogon collaris,Collared Trogon,Jungferntrogon
3266,TROGONIFORMES,Trogonidae,Trogon personatus,Masked Trogon,Maskentrogon
3267,TROGONIFORMES,Trogonidae,Apaloderma narina,Narina Trogon,Narinatrogon
3268,TROGONIFORMES,Trogonidae,Apaloderma aequatoriale,Bare-cheeked Trogon,Gelbwangentrogon
3269,TROGONIFORMES,Trogonidae,Apaloderma vittatum,Bar-tailed Trogon,Bergtrogon
3270,TROGONIFORMES,Trogonidae,Apalharpactes reinwardtii,Javan Trogon,Javatrogon
3271,TROGONIFORMES,Trogonidae,Apalharpactes mackloti,Sumatran Trogon,Sumatratrogon
3272,TROGONIFORMES,Trogonidae,Harpactes fasciatus,Malabar Trogon,Malabartrogon
3273,TROGONIFORMES,Trogonidae,Harpactes kasumba,Red-naped Trogon,Rotnackentrogon
3274,TROGONIFORMES,Trogonidae,Harpactes diardii,Diard's Trogon,Diardtrogon
3275,TROGONIFORMES,Trogonidae,Harpactes ardens,Philippine Trogon,Philippinentrogon
3276,TROGONIFORMES,Trogonidae,Harpactes whiteheadi,Whitehead's Trogon,Graubrusttrogon
3277,TROGONIFORMES,Trogonidae,Harpactes orrhophaeus,Cinnamon-rumped Trogon,Zimtbürzeltrogon
3278,TROGONIFORMES,Trogonidae,Harpactes duvaucelii,Scarlet-rumped Trogon,Rotbürzeltrogon
3279,TROGONIFORMES,Trogonidae,Harpactes oreskios,Orange-breasted Trogon,Orangebauchtrogon
3280,TROGONIFORMES,Trogonidae,Harpactes erythrocephalus,Red-headed Trogon,Rotkopftrogon
3281,TROGONIFORMES,Trogonidae,Harpactes wardi,Ward's Trogon,Rosenschwanztrogon
3282,BUCEROTIFORMES,Upupidae,Upupa epops,Eurasian Hoopoe,Wiedehopf
3283,BUCEROTIFORMES,Upupidae,Upupa africana,African Hoopoe,Afrikawiedehopf
3284,BUCEROTIFORMES,Upupidae,Upupa marginata,Madagascar Hoopoe,Madagaskarwiedehopf
3285,BUCEROTIFORMES,Upupidae,Upupa antaios,St. Helena Hoopoe,Helenawiedehopf
3286,BUCEROTIFORMES,Phoeniculidae,Phoeniculus castaneiceps,Forest Wood Hoopoe,Waldbaumhopf
3287,BUCEROTIFORMES,Phoeniculidae,Phoeniculus bollei,White-headed Wood Hoopoe,Weißmasken-Baumhopf
3288,BUCEROTIFORMES,Phoeniculidae,Phoeniculus purpureus,Green Wood Hoopoe,Grünbaumhopf
3289,BUCEROTIFORMES,Phoeniculidae,Phoeniculus somaliensis,Black-billed Wood Hoopoe,Schwarzschnabel-Baumhopf
3290,BUCEROTIFORMES,Phoeniculidae,Phoeniculus damarensis,Violet Wood Hoopoe,Damarabaumhopf
3291,BUCEROTIFORMES,Phoeniculidae,Phoeniculus granti,Grant's Wood Hoopoe,Grantbaumhopf
3292,BUCEROTIFORMES,Phoeniculidae,Rhinopomastus aterrimus,Black Scimitarbill,Violettsichelhopf
3293,BUCEROTIFORMES,Phoeniculidae,Rhinopomastus cyanomelas,Common Scimitarbill,Glanzsichelhopf
3294,BUCEROTIFORMES,Phoeniculidae,Rhinopomastus minor,Abyssinian Scimitarbill,Goldschnabel-Sichelhopf
3295,BUCEROTIFORMES,Bucorvidae,Bucorvus abyssinicus,Abyssinian Ground Hornbill,Blaugesicht-Hornrabe
3296,BUCEROTIFORMES,Bucorvidae,Bucorvus leadbeateri,Southern Ground Hornbill,Rotgesicht-Hornrabe
3297,BUCEROTIFORMES,Bucerotidae,Tockus ruahae,Tanzanian Red-billed Hornbill,Tansaniatoko
3298,BUCEROTIFORMES,Bucerotidae,Tockus kempi,Western Red-billed Hornbill,Senegaltoko
3299,BUCEROTIFORMES,Bucerotidae,Tockus damarensis,Damara Red-billed Hornbill,Damaratoko
3300,BUCEROTIFORMES,Bucerotidae,Tockus rufirostris,Southern Red-billed Hornbill,Mopanetoko
3301,BUCEROTIFORMES,Bucerotidae,Tockus erythrorhynchus,Northern Red-billed Hornbill,Savannentoko
3302,BUCEROTIFORMES,Bucerotidae,Tockus monteiri,Monteiro's Hornbill,Fleckentoko
3303,BUCEROTIFORMES,Bucerotidae,Tockus deckeni,Von der Decken's Hornbill,Von-der-Decken-Toko
3304,BUCEROTIFORMES,Bucerotidae,Tockus jacksoni,Jackson's Hornbill,Jacksontoko
3305,BUCEROTIFORMES,Bucerotidae,Tockus leucomelas,Southern Yellow-billed Hornbill,Rotringtoko
3306,BUCEROTIFORMES,Bucerotidae,Tockus flavirostris,Eastern Yellow-billed Hornbill,Gelbschnabeltoko
3307,BUCEROTIFORMES,Bucerotidae,Lophoceros bradfieldi,Bradfield's Hornbill,Felsentoko
3308,BUCEROTIFORMES,Bucerotidae,Lophoceros alboterminatus,Crowned Hornbill,Kronentoko
3309,BUCEROTIFORMES,Bucerotidae,Lophoceros fasciatus,African Pied Hornbill,Elstertoko
3310,BUCEROTIFORMES,Bucerotidae,Lophoceros hemprichii,Hemprich's Hornbill,Hemprichtoko
3311,BUCEROTIFORMES,Bucerotidae,Lophoceros nasutus,African Grey Hornbill,Grautoko
3312,BUCEROTIFORMES,Bucerotidae,Lophoceros camurus,Red-billed Dwarf Hornbill,Zwergtoko
3313,BUCEROTIFORMES,Bucerotidae,Lophoceros pallidirostris,Pale-billed Hornbill,Blassschnabeltoko
3314,BUCEROTIFORMES,Bucerotidae,Bycanistes fistulator,Piping Hornbill,Schreihornvogel
3315,BUCEROTIFORMES,Bucerotidae,Bycanistes bucinator,Trumpeter Hornbill,Trompeterhornvogel
3316,BUCEROTIFORMES,Bucerotidae,Bycanistes cylindricus,Brown-cheeked Hornbill,Braunwangen-Hornvogel
3317,BUCEROTIFORMES,Bucerotidae,Bycanistes albotibialis,White-thighed Hornbill,Weißschenkel-Hornvogel
3318,BUCEROTIFORMES,Bucerotidae,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,Grauwangen-Hornvogel
3319,BUCEROTIFORMES,Bucerotidae,Bycanistes brevis,Silvery-cheeked Hornbill,Silberwangen-Hornvogel
3320,BUCEROTIFORMES,Bucerotidae,Ceratogymna atrata,Black-casqued Hornbill,Schwarzhelm-Hornvogel
3321,BUCEROTIFORMES,Bucerotidae,Ceratogymna elata,Yellow-casqued Hornbill,Goldhelm-Hornvogel
3322,BUCEROTIFORMES,Bucerotidae,Horizocerus hartlaubi,Black Dwarf Hornbill,Hartlaub-Hornvogel
3323,BUCEROTIFORMES,Bucerotidae,Horizocerus albocristatus,White-crested Hornbill,Weißkopf-Hornvogel
3324,BUCEROTIFORMES,Bucerotidae,Berenicornis comatus,White-crowned Hornbill,Langschopf-Hornvogel
3325,BUCEROTIFORMES,Bucerotidae,Buceros rhinoceros,Rhinoceros Hornbill,Rhinozeroshornvogel
3326,BUCEROTIFORMES,Bucerotidae,Buceros bicornis,Great Hornbill,Doppelhornvogel
3327,BUCEROTIFORMES,Bucerotidae,Buceros hydrocorax,Rufous Hornbill,Feuerhornvogel
3328,BUCEROTIFORMES,Bucerotidae,Rhinoplax vigil,Helmeted Hornbill,Schildhornvogel
3329,BUCEROTIFORMES,Bucerotidae,Anthracoceros marchei,Palawan Hornbill,Palawanhornvogel
3330,BUCEROTIFORMES,Bucerotidae,Anthracoceros albirostris,Oriental Pied Hornbill,Orienthornvogel
